name,platform,year_of_release,genre,na_sales,eu_sales,jp_sales,other_sales,critic_score,user_score,rating
ben_10_alien_force,ps2,2008.0,action,0.22,0.02,0.0,0.33,45.0,5.3,E10+
skylanders_spyro_s_adventure,3ds,2011.0,action,0.32,0.2,0.0,0.05,82.0,4.9,E10+
cabela_s_dangerous_hunts_2011,wii,2010.0,sports,0.52,0.02,0.0,0.04,57.5,5.4,T
the_sims_3_world_adventures,pc,2009.0,simulation,0.02,0.18,0.0,0.38,81.0,8.0,T
madden_nfl_06,gc,2005.0,sports,0.44,0.11,0.0,0.02,86.0,8.5,E
mega_man_star_force_2_zerker_x_ninja_saurian,ds,2007.0,action,0.24,0.0,0.31,0.02,61.5,6.8,E10+
titanfall_2,xone,2016.0,shooter,0.37,0.15,0.0,0.05,87.0,8.0,M
blazblue_calamity_trigger,ps3,2009.0,fighting,0.36,0.1,0.06,0.06,87.0,8.4,T
transformers_the_game_xbox_360_ps2_ps3_wii_pc_versions,wii,2007.0,action,0.5,0.03,0.0,0.05,61.5,6.8,E10+
iron_man,x360,2008.0,action,0.27,0.24,0.0,0.06,45.0,5.9,T
naruto_ultimate_ninja_2,ps2,2004.0,fighting,0.47,0.02,0.0,0.08,73.0,7.9,T
the_mysterious_murasame_castle,nes,1986.0,action,0.0,0.0,0.57,0.0,,,
nba_hangtime,n64,1997.0,sports,0.48,0.08,0.0,0.0,,,
nhl_10,ps3,2009.0,sports,0.38,0.12,0.0,0.07,88.0,7.9,E10+
zumba_fitness,ps3,2010.0,sports,0.28,0.21,0.0,0.08,42.0,3.8,E
rock_band_3,ps3,2010.0,misc,0.43,0.08,0.0,0.05,91.0,8.0,T
blood_wake,xb,2001.0,shooter,0.43,0.12,0.0,0.02,71.0,7.5,T
dynasty_warriors_5_xtreme_legends,ps2,2005.0,action,0.11,0.08,0.35,0.03,57.0,9.1,T
rapala_we_fish,wii,2009.0,sports,0.52,0.01,0.0,0.04,75.0,7.43,E
harvest_moon_sunshine_islands,ds,2008.0,simulation,0.35,0.03,0.17,0.03,65.0,7.45,E
wwe_2k15,xone,2014.0,sports,0.29,0.23,0.0,0.05,56.0,5.7,T
jampack_summer_2002,ps2,2002.0,misc,0.28,0.22,0.0,0.07,64.5,7.55,E
fifa_world_cup_germany_2006,ps2,2006.0,sports,0.47,0.02,0.0,0.08,77.0,8.1,E
wreckless_the_yakuza_missions,xb,2002.0,racing,0.42,0.11,0.02,0.02,74.0,5.2,T
super_bomberman,snes,1992.0,puzzle,0.0,0.0,0.57,0.0,,,
defiance,x360,2013.0,shooter,0.38,0.14,0.0,0.05,60.0,7.2,M
disgaea_4_a_promise_unforgotten,ps3,2011.0,role_playing,0.27,0.11,0.14,0.05,80.0,7.8,T
spongebob_squarepants_featuring_nicktoons_globs_of_doom,ds,2008.0,action,0.52,0.0,0.0,0.04,47.0,6.0,E
spongebob_squarepants_battle_for_bikini_bottom,xb,2003.0,platform,0.45,0.1,0.0,0.02,70.0,8.9,E
doom_3_bfg_edition,ps3,2012.0,shooter,0.26,0.21,0.0,0.1,67.0,6.4,M
sd_gundam_g_generation_neo,ps2,2002.0,strategy,0.0,0.0,0.57,0.0,72.0,8.25,T
spider_man_3,x360,2007.0,platform,0.49,0.04,0.0,0.04,63.0,7.0,T
pro_evolution_soccer_2012,psp,2011.0,action,0.1,0.11,0.29,0.06,74.0,6.3,E
the_conduit,wii,2009.0,shooter,0.28,0.23,0.0,0.06,69.0,8.2,T
trivial_pursuit,wii,2009.0,misc,0.2,0.3,0.0,0.07,67.0,6.75,E
just_dance_2016,wiiu,2015.0,misc,0.27,0.25,0.0,0.05,73.0,6.9,E10+
disney_universe,x360,2011.0,action,0.37,0.14,0.0,0.05,66.0,5.3,E10+
rallisport_challenge,xb,2002.0,racing,0.39,0.16,0.0,0.02,87.0,8.3,E
resident_evil_outbreak_file_2,ps2,2004.0,action,0.19,0.15,0.17,0.05,58.0,7.7,M
top_spin_3,ps3,2008.0,action,0.08,0.36,0.0,0.12,75.0,7.5,E
bob_the_builder_can_we_fix_it,ps,2000.0,action,0.31,0.21,0.0,0.04,65.5,7.35,E
xiii,ps2,2003.0,shooter,0.28,0.22,0.0,0.07,73.0,8.6,M
tomb_raider_anniversary,psp,2007.0,action,0.21,0.22,0.0,0.13,78.0,8.2,T
bratz_4_real,ds,2007.0,adventure,0.29,0.22,0.0,0.06,70.0,7.6,E
rune_factory_4,3ds,2012.0,role_playing,0.32,0.0,0.21,0.03,78.0,8.1,E10+
3d_dot_game_heroes,ps3,2009.0,role_playing,0.36,0.11,0.03,0.07,77.0,8.0,E10+
up,wii,2009.0,action,0.22,0.28,0.0,0.06,62.0,8.0,E10+
breath_of_fire_iv,ps,2000.0,role_playing,0.11,0.08,0.34,0.04,83.0,8.9,T
tales_of_zestiria,ps3,2015.0,role_playing,0.05,0.07,0.42,0.02,72.0,8.0,T
true_crime_streets_of_la,gc,2003.0,action,0.44,0.11,0.0,0.02,77.0,7.3,M
odin_sphere,ps2,2007.0,role_playing,0.23,0.18,0.09,0.06,83.0,8.6,T
petz_wild_animals_tigerz,ds,2008.0,simulation,0.52,0.0,0.0,0.04,65.0,7.45,E
the_incredible_hulk,gba,2003.0,action,0.4,0.15,0.0,0.01,51.2,6.4,T
ms_pac_man_maze_madness,gba,2004.0,puzzle,0.4,0.15,0.0,0.01,72.5,8.1,E
xenoblade_chronicles,3ds,2015.0,role_playing,0.27,0.14,0.12,0.04,92.0,8.9,T
titanfall,pc,2014.0,shooter,0.22,0.3,0.0,0.04,86.0,6.2,M
arena_football,ps2,2006.0,sports,0.28,0.22,0.0,0.07,66.0,8.6,E10+
the_lord_of_the_rings_the_return_of_the_king,gba,2003.0,action,0.4,0.15,0.0,0.01,77.0,8.2,T
nhl_hitz_20_02,ps2,2001.0,sports,0.28,0.22,0.0,0.07,78.0,7.6,E
the_legend_of_spyro_dawn_of_the_dragon,wii,2008.0,platform,0.34,0.17,0.0,0.05,64.0,6.5,E10+
classic_nes_series_dr_mario,gba,2004.0,puzzle,0.31,0.11,0.13,0.01,66.0,7.5,E
the_sims_bustin_out,xb,2003.0,simulation,0.4,0.14,0.0,0.02,81.0,8.9,T
ncaa_march_madness_07,ps2,2007.0,sports,0.28,0.22,0.0,0.07,63.0,8.6,E
monsters_inc_scream_team,ps,2001.0,platform,0.31,0.21,0.0,0.04,65.0,6.9,E
warhammer_40_000_space_marine,x360,2011.0,shooter,0.25,0.26,0.0,0.06,76.0,7.8,M
harry_potter_collection,ps2,2006.0,misc,0.28,0.21,0.0,0.07,68.0,7.6,E10+
top_spin_3,x360,2008.0,action,0.09,0.4,0.0,0.07,78.0,7.6,E
yu_gi_oh_world_championship_tournament_2004,gba,2004.0,misc,0.4,0.15,0.0,0.01,68.5,7.4,E
cabela_s_big_game_hunter_2005_adventures,ps2,2004.0,sports,0.28,0.21,0.0,0.07,55.0,8.4,T
lego_rock_band,x360,2009.0,misc,0.4,0.11,0.0,0.05,71.0,7.2,E10+
knockout_kings_2001,ps2,2001.0,fighting,0.28,0.21,0.0,0.07,81.0,8.5,T
army_men_sarge_s_heroes,ps,1999.0,action,0.31,0.21,0.0,0.04,77.0,8.3,M
petz_dogz_2,ps2,2007.0,simulation,0.28,0.21,0.0,0.07,67.0,7.3,E
battlefield_2_modern_combat,xb,2005.0,shooter,0.39,0.15,0.0,0.02,80.0,8.2,T
tom_clancy_s_hawx,ps3,2009.0,action,0.21,0.22,0.05,0.09,74.0,8.1,T
all_star_baseball_2002,ps2,2001.0,sports,0.27,0.21,0.0,0.07,77.0,7.6,E
backyard_nfl_football,gba,2002.0,sports,0.4,0.15,0.0,0.01,76.0,8.0,E
minecraft_story_mode,xone,2015.0,adventure,0.3,0.21,0.0,0.05,78.0,7.75,M
jillian_michaels_fitness_ultimatum_2010,wii,2009.0,sports,0.51,0.01,0.0,0.04,75.0,8.2,E
need_for_speed_most_wanted,gc,2005.0,racing,0.43,0.11,0.0,0.02,80.0,9.1,T
nascar_rumble,ps,2000.0,racing,0.31,0.21,0.0,0.04,68.0,7.4,E
bolt,wii,2008.0,adventure,0.19,0.31,0.0,0.06,50.0,5.8,E10+
wwe_raw_2,xb,2003.0,fighting,0.43,0.11,0.0,0.02,68.0,7.3,T
resident_evil_2,n64,1999.0,action,0.39,0.09,0.07,0.01,74.0,8.85,M
mega_man_x2,snes,1993.0,platform,0.09,0.02,0.45,0.0,,,
manhunt_2,ps2,2007.0,action,0.27,0.21,0.0,0.07,67.0,7.8,M
fullmetal_alchemist_and_the_broken_angel,ps2,2003.0,role_playing,0.15,0.12,0.26,0.04,56.0,8.1,T
tony_hawk_s_project_8,psp,2006.0,sports,0.41,0.07,0.0,0.07,68.0,7.6,T
hamtaro_ham_hams_unite,gb,2001.0,role_playing,0.0,0.0,0.56,0.0,73.0,8.7,T
batman_begins,ps2,2005.0,action,0.27,0.21,0.0,0.07,64.0,7.3,T
dogz,ds,2006.0,simulation,0.5,0.01,0.0,0.04,67.0,7.8,E
yokai_sangokushi,3ds,2016.0,action,0.0,0.0,0.56,0.0,73.0,6.95,M
tony_hawk_s_proving_ground,x360,2007.0,sports,0.49,0.02,0.0,0.04,72.0,5.4,T
dr_seuss_the_cat_in_the_hat,ps2,2003.0,misc,0.27,0.21,0.0,0.07,56.0,6.5,E
barbie_groovy_games,gba,2002.0,misc,0.4,0.15,0.0,0.01,47.0,7.0,E
wolfenstein,x360,2009.0,shooter,0.28,0.22,0.0,0.06,72.0,7.5,M
yu_gi_oh_reshef_of_destruction,gba,2003.0,strategy,0.4,0.15,0.0,0.01,74.0,8.4,T
blinx_the_time_sweeper,xb,2002.0,platform,0.39,0.15,0.0,0.02,71.0,8.0,E
espn_nfl_football,ps2,2003.0,sports,0.27,0.21,0.0,0.07,91.0,8.5,E
fatal_fury_special,snes,1994.0,fighting,0.0,0.0,0.56,0.0,,,
major_league_baseball_2k5,xb,2005.0,sports,0.52,0.02,0.0,0.02,81.0,8.2,E
tetris_party_deluxe,wii,2010.0,puzzle,0.33,0.16,0.02,0.05,72.0,5.8,E
ds_bimoji_training,ds,2008.0,misc,0.0,0.0,0.56,0.0,69.0,7.0,E
gravity_rush,psv,2012.0,action,0.21,0.17,0.09,0.08,83.0,8.5,T
quantum_break,xone,2016.0,action,0.3,0.2,0.01,0.05,77.0,6.8,M
archer_maclean_s_mercury,psp,2005.0,puzzle,0.17,0.24,0.0,0.14,75.0,6.6,E
tmnt,x360,2007.0,action,0.48,0.03,0.0,0.05,58.0,6.3,E10+
middle_earth_shadow_of_mordor,ps3,2014.0,action,0.2,0.26,0.01,0.09,85.0,3.4,M
soldier_of_fortune_gold_edition,ps2,2001.0,shooter,0.27,0.21,0.0,0.07,59.0,6.8,M
fifa_15,wii,2014.0,sports,0.15,0.37,0.0,0.04,82.0,4.3,E
final_fantasy_iv_the_complete_collection,psp,2011.0,role_playing,0.13,0.09,0.27,0.06,77.0,7.5,E10+
frontlines_fuel_of_war,x360,2008.0,shooter,0.34,0.15,0.01,0.05,75.0,7.8,T
mx_2002_featuring_ricky_carmichael,ps2,2001.0,racing,0.27,0.21,0.0,0.07,76.0,8.3,E
ncaa_football_07,xb,2006.0,sports,0.42,0.12,0.0,0.01,88.0,6.9,E
lunar_silver_star_story_complete,ps,1998.0,role_playing,0.27,0.18,0.06,0.04,78.0,9.1,T
harvest_moon_the_tale_of_two_towns,ds,2010.0,simulation,0.25,0.05,0.22,0.03,68.0,7.5,E
no_more_heroes,wii,2007.0,action,0.29,0.17,0.04,0.05,83.0,8.4,M
nba_showtime_nba_on_nbc,ps,1999.0,sports,0.31,0.21,0.0,0.04,64.5,,E
god_of_war_origins_collection,ps3,2011.0,action,0.39,0.08,0.02,0.06,84.0,8.4,M
dora_the_explorer_dora_saves_the_snow_princess,wii,2008.0,platform,0.49,0.02,0.0,0.04,47.0,7.0,E
soul_reaver_2,ps2,2001.0,action,0.27,0.21,0.0,0.07,80.0,8.5,M
metal_gear_solid_3_subsistence,ps2,2005.0,action,0.34,0.01,0.15,0.06,94.0,9.3,M
the_godfather_old_us_sales,xb,2006.0,action,0.42,0.11,0.0,0.02,61.0,7.5,T
enslaved_odyssey_to_the_west,ps3,2010.0,action,0.24,0.22,0.01,0.09,80.0,7.4,T
daytona_usa,sat,1994.0,racing,0.0,0.0,0.55,0.0,,,
wwf_raw,xb,2002.0,fighting,0.4,0.13,0.0,0.02,68.0,6.6,T
shin_super_robot_taisen,ps,1996.0,role_playing,0.0,0.0,0.52,0.04,,,
jump_super_stars,ds,2005.0,fighting,0.0,0.0,0.55,0.0,66.0,7.9,T
guitar_hero_live,xone,2015.0,misc,0.3,0.2,0.0,0.05,81.0,5.1,T
the_activision_decathlon,2600,1982.0,sports,0.52,0.03,0.0,0.01,,,
simple_1500_series_vol_73_the_invaders_space_invaders_1500,ps,2001.0,shooter,0.31,0.21,0.0,0.04,74.5,7.7,T
fighting_force_2,ps,1999.0,action,0.31,0.21,0.0,0.04,77.0,8.3,M
sakura_wars,sat,1996.0,adventure,0.0,0.0,0.55,0.0,,,
catz,ds,2006.0,simulation,0.49,0.02,0.0,0.04,67.0,5.3,E
extermination,ps2,2001.0,action,0.21,0.16,0.12,0.05,67.0,7.8,M
batman_vengeance,ps2,2001.0,adventure,0.27,0.21,0.0,0.07,68.0,6.7,T
ratchet_clank_quest_for_booty,ps3,2008.0,platform,0.0,0.52,0.0,0.04,62.0,6.8,E
derby_stallion_04,ps2,2004.0,sports,0.0,0.0,0.55,0.0,78.0,8.3,E
rapala_tournament_fishing,wii,2006.0,sports,0.51,0.0,0.0,0.04,41.0,8.0,E
hot_shots_golf_world_invitational,psv,2011.0,sports,0.15,0.11,0.25,0.05,76.0,8.1,E
tony_hawk_s_pro_skater_3,xb,2002.0,sports,0.34,0.18,0.0,0.02,93.0,8.4,T
mega_man_zero,gba,2002.0,platform,0.22,0.08,0.24,0.01,82.0,8.9,E
contender_2,ps,2000.0,fighting,0.31,0.21,0.0,0.04,69.75,8.2,T
resident_evil_revelations_2,ps4,2015.0,action,0.13,0.24,0.1,0.07,75.0,7.7,M
star_wars_dark_forces,ps,1996.0,shooter,0.31,0.21,0.0,0.04,,,
lego_dimensions,ps3,2015.0,action,0.17,0.3,0.0,0.09,74.0,6.4,E10+
nba_2k8,ps3,2007.0,sports,0.5,0.01,0.0,0.05,81.0,6.8,E
rayman_origins,wii,2011.0,platform,0.21,0.27,0.0,0.06,92.0,8.3,E10+
the_amazing_spider_man_2_2014,ps4,2014.0,action,0.2,0.25,0.02,0.09,72.0,7.1,M
sd_gundam_g_generation_zero,ps,1999.0,strategy,0.0,0.0,0.51,0.04,73.0,8.65,E
assassin_s_creed_unity,pc,2014.0,action,0.18,0.33,0.0,0.04,70.0,3.0,M
mx_vs_atv_alive,x360,2011.0,racing,0.37,0.13,0.0,0.04,63.0,7.2,E
super_robot_taisen_f,sat,1997.0,strategy,0.0,0.0,0.55,0.0,,,
shrek_2,xb,2004.0,platform,0.4,0.13,0.0,0.02,72.0,8.4,E
purr_pals,ds,2007.0,simulation,0.18,0.35,0.0,0.02,67.0,6.8,E
assassin_s_creed_ii,pc,2010.0,action,0.01,0.45,0.0,0.09,86.0,6.9,M
soccer_tsuku_2002_j_league_pro_soccer_club_o_tsukurou,ps2,2002.0,sports,0.0,0.0,0.55,0.0,76.0,8.0,E
secret_agent_clank_us_sales,psp,2008.0,platform,0.33,0.22,0.0,0.0,62.0,6.8,E
spongebob_squarepants_supersponge,gba,2001.0,action,0.39,0.15,0.0,0.01,65.0,7.8,E
super_robot_taisen_f_kanketsuhen,sat,1998.0,strategy,0.0,0.0,0.55,0.0,88.0,8.7,E
tak_and_the_power_of_juju,gba,2003.0,platform,0.39,0.15,0.0,0.01,79.0,9.2,E
madagascar_escape_2_africa,wii,2008.0,action,0.31,0.18,0.0,0.05,57.8,6.87,E10+
lips_number_one_hits,x360,2009.0,misc,0.15,0.34,0.0,0.06,70.0,7.6,T
mortal_kombat_3,ps,1995.0,fighting,0.29,0.2,0.02,0.04,,,
star_wars_battlefront_2015,pc,2015.0,shooter,0.13,0.38,0.0,0.04,76.0,5.75,M
turok_evolution,xb,2002.0,shooter,0.39,0.14,0.0,0.02,68.0,6.7,M
grease,wii,2010.0,misc,0.26,0.24,0.0,0.05,66.0,6.4,E10+
jak_x_combat_racing,ps2,2005.0,racing,0.45,0.02,0.0,0.07,76.0,7.7,T
donkey_kong_jungle_climber,ds,2007.0,platform,0.25,0.03,0.24,0.03,61.0,6.8,E
american_idol,ps2,2003.0,misc,0.27,0.21,0.0,0.07,41.0,4.8,E
top_gun_fire_at_will,ps,1996.0,misc,0.3,0.21,0.0,0.04,,,
barbie_horse_adventures_riding_camp,ds,2008.0,sports,0.5,0.0,0.0,0.04,67.0,7.05,E
red_dead_revolver,xb,2004.0,shooter,0.4,0.12,0.0,0.02,74.0,8.5,M
crosswords,ds,2008.0,puzzle,0.5,0.0,0.0,0.04,67.0,6.8,E
viva_pinata_pocket_paradise,ds,2008.0,simulation,0.26,0.23,0.0,0.06,82.0,7.1,E
petz_catz_clan,ds,2008.0,simulation,0.47,0.03,0.0,0.04,65.0,7.45,E
zhuzhu_pets_2_featuring_the_wild_bunch,ds,2010.0,simulation,0.4,0.1,0.0,0.04,67.0,6.4,E
sly_cooper_thieves_in_time,ps3,2013.0,platform,0.35,0.12,0.0,0.08,75.0,8.3,E10+
iron_man,ps2,2008.0,action,0.36,0.0,0.0,0.19,47.0,5.6,T
singstar_summer_party,ps2,2008.0,misc,0.0,0.06,0.0,0.48,69.0,7.0,E
spec_ops_the_line,ps3,2012.0,shooter,0.19,0.23,0.04,0.08,77.0,8.0,M
the_spongebob_squarepants_movie,xb,2004.0,platform,0.4,0.12,0.0,0.02,74.0,8.5,E
nhl_14,ps3,2013.0,sports,0.28,0.17,0.0,0.09,80.0,6.0,E10+
f1_2013,ps3,2013.0,racing,0.01,0.42,0.03,0.09,77.0,6.3,E
fifa_soccer_07,xb,2006.0,sports,0.16,0.35,0.0,0.04,72.0,7.3,E
gekikuukan_pro_yakyuu_at_the_end_of_the_century_1999,ps2,2000.0,sports,0.0,0.0,0.54,0.0,70.5,7.8,E
legends_of_wrestlemania,ps3,2009.0,fighting,0.3,0.16,0.0,0.07,70.0,6.5,T
are_you_smarter_than_a_5th_grader_make_the_grade,wii,2008.0,misc,0.5,0.0,0.0,0.04,69.0,7.0,E
tiger_woods_pga_tour_08,x360,2007.0,sports,0.49,0.02,0.0,0.04,80.0,7.8,E
medarot_2_kabuto_kuwagata_version,gb,1999.0,role_playing,0.0,0.0,0.54,0.0,81.0,8.4,T
dance_dance_revolution_ultramix,xb,2003.0,simulation,0.42,0.11,0.0,0.02,82.0,8.8,E
crash_tag_team_racing,ps2,2005.0,racing,0.27,0.21,0.0,0.07,66.0,7.0,E10+
front_mission_4,ps2,2003.0,strategy,0.14,0.11,0.25,0.04,75.0,8.6,T
the_fairly_odd_parents_breakin_da_rules,gba,2003.0,platform,0.39,0.14,0.0,0.01,69.0,7.85,E
rayman_origins,psv,2012.0,platform,0.12,0.33,0.0,0.09,88.0,8.4,E10+
ninokuni_shikkoku_no_madoushi,ds,2010.0,role_playing,0.0,0.0,0.54,0.0,72.0,7.4,T
f_e_a_r,ps3,2007.0,shooter,0.18,0.26,0.0,0.1,72.0,7.4,M
enslaved_odyssey_to_the_west,x360,2010.0,action,0.3,0.19,0.0,0.05,82.0,7.8,T
srs_street_racing_syndicate,ps2,2004.0,racing,0.26,0.21,0.0,0.07,68.0,8.1,E
dragon_ball_z_shin_budokai,psp,2006.0,fighting,0.26,0.08,0.13,0.07,70.0,8.1,T
tiger_woods_pga_tour_13,ps3,2012.0,sports,0.24,0.21,0.0,0.08,75.0,5.7,E
dynasty_warriors_gundam_3,ps3,2010.0,action,0.11,0.04,0.36,0.02,58.0,7.5,T
def_jam_fight_for_ny,xb,2004.0,fighting,0.43,0.1,0.0,0.02,84.0,8.5,M
action_force,2600,1982.0,action,0.5,0.03,0.0,0.01,,,
fifa_99,n64,1998.0,sports,0.11,0.39,0.0,0.03,,,
gauntlet_legends,n64,1999.0,action,0.43,0.1,0.0,0.01,77.0,8.3,M
kidou_senshi_gundam_extreme_vs,ps3,2011.0,fighting,0.0,0.0,0.54,0.0,73.5,7.2,T
system_3_presents_ferrari_challenge_trofeo_pirelli,wii,2008.0,racing,0.07,0.4,0.0,0.07,65.0,7.05,E
tony_hawk_shred,wii,2010.0,sports,0.39,0.11,0.0,0.04,54.5,7.0,E
tiger_woods_pga_tour_11,wii,2010.0,sports,0.23,0.25,0.0,0.06,84.0,8.3,E
nba_live_10,ps3,2009.0,sports,0.46,0.02,0.01,0.05,81.0,7.5,E
metro_2033,x360,2010.0,shooter,0.22,0.23,0.03,0.05,77.0,7.9,M
bust_a_groove,ps,1998.0,misc,0.09,0.06,0.35,0.04,,,
fire_emblem_path_of_radiance,gc,2005.0,action,0.29,0.08,0.16,0.01,85.0,8.9,T
dragon_quest_characters_torneko_no_daibouken_3_fushigi_no_dungeon,ps2,2002.0,role_playing,0.0,0.0,0.54,0.0,76.0,8.3,T
hotel_dusk_room_215,ds,2007.0,adventure,0.26,0.04,0.22,0.03,78.0,8.6,T
final_fantasy_explorers,3ds,2014.0,role_playing,0.16,0.07,0.28,0.02,69.0,7.0,E10+
pachi_slot_aruze_oukoku_2,ps,1999.0,misc,0.0,0.0,0.5,0.04,66.0,7.63,E
bratz_rock_angelz,gba,2004.0,misc,0.39,0.14,0.0,0.01,60.0,5.1,E
ssx_tricky,gc,2001.0,sports,0.42,0.11,0.0,0.01,87.0,8.6,E
greg_hastings_tournament_paintball,xb,2004.0,shooter,0.46,0.06,0.0,0.02,74.0,9.2,T
world_soccer_winning_eleven_7_international_jp_version,ps2,2004.0,sports,0.0,0.0,0.54,0.0,78.0,8.3,E
espn_nba_basketball,ps2,2003.0,sports,0.26,0.21,0.0,0.07,89.0,8.4,E
dragon_ball_z_ultimate_tenkaichi,x360,2011.0,fighting,0.39,0.1,0.01,0.04,55.0,5.8,T
sacred_2_fallen_angel,x360,2009.0,role_playing,0.29,0.16,0.04,0.05,71.0,7.3,M
two_worlds_ii,x360,2011.0,role_playing,0.4,0.07,0.03,0.03,67.0,6.6,M
over_the_hedge,ps2,2006.0,platform,0.45,0.02,0.0,0.07,58.0,8.6,E10+
mat_hoffman_s_pro_bmx,ps,2001.0,sports,0.3,0.2,0.0,0.04,80.0,8.6,E
phineas_and_ferb_across_the_2nd_dimension,ds,2011.0,action,0.31,0.18,0.0,0.05,47.0,7.45,E
50_classic_games,ds,2009.0,misc,0.5,0.0,0.0,0.04,70.0,7.2,E
let_s_draw,ds,2008.0,misc,0.24,0.23,0.0,0.06,69.0,7.0,E
nhl_14,x360,2013.0,sports,0.4,0.09,0.0,0.05,81.0,5.9,E10+
popeye,2600,1982.0,platform,0.5,0.03,0.0,0.01,,,
petz_nursery,ds,2009.0,simulation,0.5,0.0,0.0,0.04,66.0,7.75,E
the_hobbit,ps2,2003.0,platform,0.26,0.2,0.0,0.07,59.0,8.6,E
war_of_the_monsters,ps2,2003.0,fighting,0.26,0.2,0.0,0.07,80.0,8.9,T
harry_potter_and_the_deathly_hallows_part_1,wii,2010.0,action,0.22,0.27,0.0,0.05,41.0,5.0,T
nba_street_vol_2,gc,2003.0,sports,0.41,0.11,0.0,0.01,88.0,8.1,E
the_incredible_hulk_ultimate_destruction,ps2,2005.0,action,0.26,0.2,0.0,0.07,83.0,8.7,T
time_crisis_razing_storm,ps3,2010.0,shooter,0.18,0.2,0.07,0.08,58.0,5.9,T
summer_sports_paradise_island,wii,2008.0,sports,0.48,0.01,0.0,0.04,46.0,4.6,E
sakura_taisen_2_kimi_shinitamou_koto_nakare,sat,1998.0,adventure,0.0,0.0,0.53,0.0,,,
time_crisis_ii,ps2,2001.0,shooter,0.26,0.2,0.0,0.07,81.0,7.9,T
inazuma_eleven_go,3ds,2011.0,role_playing,0.0,0.05,0.48,0.0,75.5,7.5,T
clock_tower,ps,1996.0,adventure,0.07,0.05,0.38,0.03,,,
ncaa_march_madness_06,ps2,2005.0,sports,0.45,0.02,0.0,0.07,78.0,9.1,E
lego_dimensions,wiiu,2015.0,action,0.3,0.18,0.0,0.05,62.0,6.5,E10+
valkyria_chronicles_ii,psp,2010.0,role_playing,0.12,0.15,0.18,0.09,83.0,8.1,T
jampack_volume_11,ps2,2004.0,misc,0.26,0.2,0.0,0.07,68.5,7.4,E
monster_high_ghoul_spirit,wii,2011.0,misc,0.42,0.07,0.0,0.04,66.0,6.45,E
tatsunoko_vs_capcom_ultimate_all_stars,wii,2010.0,fighting,0.3,0.15,0.03,0.05,85.0,8.8,T
rune_factory_a_fantasy_harvest_moon,ds,2006.0,role_playing,0.35,0.01,0.14,0.03,78.0,8.1,E
legacy_of_kain_defiance,ps2,2003.0,action,0.26,0.2,0.0,0.07,75.0,9.3,M
spongebob_squarepants_game_boy_advance_video_volume_2,gba,2004.0,misc,0.38,0.14,0.0,0.01,68.5,7.4,E
ncaa_march_madness_2005,ps2,2004.0,sports,0.44,0.02,0.0,0.07,78.0,8.3,E
007_racing,ps,2000.0,racing,0.3,0.2,0.0,0.03,51.0,4.6,T
tactics_ogre_let_us_cling_together,psp,2010.0,role_playing,0.15,0.07,0.27,0.05,87.0,8.8,T
conflict_vietnam,ps2,2004.0,shooter,0.26,0.2,0.0,0.07,58.0,8.1,M
dragon_s_crown,ps3,2013.0,role_playing,0.25,0.07,0.17,0.05,82.0,8.3,T
2_in_1_combo_pack_sonic_heroes_super_monkey_ball_deluxe,xb,2004.0,misc,0.4,0.11,0.0,0.02,68.5,7.4,E
mlb_slugfest_20_04,ps2,2003.0,sports,0.26,0.2,0.0,0.07,78.0,8.3,E
gex_3_deep_cover_gecko,ps,1999.0,platform,0.3,0.2,0.0,0.03,,,
nascar_09,ps2,2008.0,racing,0.26,0.2,0.0,0.07,67.0,7.9,E
blitz_the_league,xb,2004.0,sports,0.4,0.11,0.0,0.02,78.0,7.7,M
manhunt_2,wii,2007.0,action,0.25,0.23,0.0,0.06,62.0,7.1,M
just_dance_2015,xone,2014.0,misc,0.35,0.13,0.0,0.05,70.0,7.5,E10+
jampack_vol_2,ps,1996.0,misc,0.3,0.2,0.0,0.03,,,
the_lego_movie_videogame,xone,2014.0,action,0.35,0.13,0.0,0.05,69.0,6.9,E10+
virtual_soccer,snes,1993.0,sports,0.0,0.0,0.53,0.0,,,
overwatch,pc,2016.0,shooter,0.25,0.24,0.0,0.04,91.0,6.8,T
romance_of_the_three_kingdoms_iv_wall_of_fire,snes,1994.0,strategy,0.0,0.0,0.53,0.0,,,
monster_jam_path_of_destruction,wii,2010.0,racing,0.48,0.02,0.0,0.03,74.0,5.65,E
winning_post,snes,1993.0,sports,0.0,0.0,0.53,0.0,,,
peter_jackson_s_king_kong_the_official_game_of_the_movie,xb,2005.0,action,0.34,0.17,0.0,0.02,82.0,8.5,T
burnout_revenge,xb,2005.0,racing,0.32,0.19,0.0,0.01,89.0,8.4,E10+
medal_of_honor_european_assault,xb,2005.0,shooter,0.32,0.19,0.0,0.02,72.0,7.0,T
ty_the_tasmanian_tiger_2_bush_rescue,ps2,2004.0,platform,0.26,0.2,0.0,0.07,71.0,8.2,E
the_lord_of_the_rings_the_fellowship_of_the_ring,xb,2002.0,action,0.31,0.19,0.0,0.03,59.0,6.6,T
nba_06,ps2,2005.0,sports,0.26,0.2,0.0,0.07,63.0,6.3,E
inazuma_eleven,ds,2008.0,role_playing,0.0,0.13,0.38,0.02,71.5,7.7,T
excite_truck,wii,2006.0,racing,0.39,0.03,0.08,0.04,72.0,8.4,E
